"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期"
"1930","83693886","賴祖實業有限公司","桃園市平鎮區平安里南平路121巷23弄10號","賴肇琳","300000","1090603"
"1931","83693892","富宇物流有限公司","桃園市觀音區中正路221巷54弄8號(1樓)","黃照宇","300000","1090604"
"1932","83693909","鵬婷投資有限公司","桃園市龜山區明興街143巷11號4樓","高志鵬","100000","1090604"
"1933","83693915","台一農產有限公司","桃園市平鎮區義民里延平路二段231號","邱建期","1000000","1090604"
"1934","83693921","康暄國際電子商務有限公司","桃園市中壢區新街里元化路226號10樓","劉毓暄","500000","1090604"
"1935","83693936","五環建設有限公司","桃園市中壢區新街里元化路226號10樓","王淑珍","500000","1090604"
"1936","83693942","嘉衛機電有限公司","桃園市中壢區福星五街69號","郭嘉慧","1000000","1090604"
"1937","83693957","至可科技有限公司","桃園市桃園區中興里永安路303巷24之1號","簡恬綺","500000","1090604"
"1938","83693963","佳宬汽車修護有限公司","桃園市龜山區大同里大同路410巷30號（一樓）","劉士豪","100000","1090604"
"1939","83693979","松逸精密工業有限公司","桃園市平鎮區南勢里南東路27巷12號6樓","廖峻傑","20000000","1090604"
"1940","83693984","恩竑科技有限公司","桃園市桃園區莊敬里莊敬路一段370號五樓","蔡銘哲","500000","1090604"
"1941","83693990","森鏵工程有限公司","桃園市桃園區大德一街90號五樓","陳鴻達","3000000","1090604"
"1942","83694870","美商神連科技有限公司","新北市中和區泰和街44巷12-2號","廖信成","100000","1090604"
"1943","83694885","英屬維京群島商高美投資有限公司","新北市板橋區民族里民族路151巷56號15樓","趙書衛","30000000","1090608"
"1944","83694891","香港商雷瓦克有限公司","臺北市大安區忠孝東路4段270號17樓","洪徹聰","6000000","1090605"
"1945","83695054","英商賽文環球有限公司","新北市中和區橋和路85號5樓","邵伯恩","0","1090612"
"1946","83695076","英屬維京群島商鼎英貿易有限公司","高雄市前鎮區振興里中山二路91號10樓之5","LEE TIAM HOCK","0","1090612"
"1947","83695081","韓商鑽石有限公司","臺北市內湖區康樂街186巷8號2樓","金成熙","0","1090610"
"1948","83695097","塞席爾商旻成科技有限公司","高雄市鳳山區自由路224號12樓之1","楊崑瑋","2000000","1090612"
"1949","83695104","英屬安吉拉商博飛騰光學股份有限公司","新北市三重區光復路1段81號6樓","陳江益","10000000","1090610"
"1950","83695126","香港商豐潤貿易有限公司","新北市淡水區新市三路2段289號18樓","郭敦威","0","1090612"
"1951","83695147","韓商同伴股份有限公司","高雄市苓雅區建民路247號","張桂香","0","1090612"
"1952","83695168","大陸商愛士惟新能源技術(江蘇)有限公司","臺北市中正區開封街1段37號11樓","劉飛","0","1090619"
"1953","83695224","香港商澤特商務貿易有限公司","臺北市信義區信義路5段8號14樓","方斌","1000000","1090615"
"1954","83695239","新加坡商克洛柏投資私人有限公司","臺北市大安區敦化南路2段97號35樓","JOSEPH LEE","0","1090615"
"1955","83695358","美商典富照明股份有限公司","臺北市信義區基隆路1段206號17樓","陳稟鈞","0","1090618"
"1956","83695408","馬來西亞商藍玥股份有限公司","新北市新店區民權路95號16樓","劉怡孝","5000000","1090617"
"1957","83695580","韓商奧尼克音響股份有限公司","臺南市東區裕敬五街25號","鄭明勳","0","1090624"
"1958","83695673","薩摩亞商泉億股份有限公司","桃園市蘆竹區中山路60號9樓","張秀華","600000","1090624"
"1959","83695688","英商優好適有限公司","屏東縣萬丹鄉大昌路781號","柯冠宇","0","1090624"
"1960","83695694","香港商惠美壽台灣有限公司","臺北市大安區敦化南路2段267號7樓之6","Ngai Godfrey Kwok Fung","6000000","1090624"
"1961","83695744","塞席爾商巨星有限公司","臺北市松山區光復北路95號5樓","MADI CHAUSHA","0","1090620"
"1962","83695786","香港商生米國際生物科技股份有限公司","新北市汐止區汐萬路2段250-2號4樓","賴柔靜","1000000","1090622"
"1963","83695809","美商非常言術有限公司","臺北市松山區民生東路三段128號3樓之1","邁淵明","0","1090622"
"1964","83695815","香港商威氏顧問有限公司","臺北市中山區民生東路3段2號7樓","威靈","0","1090622"
"1965","83695842","加拿大商薑黃專家有限公司","臺北市中山區松江路122號11樓","Daniel Ruberto Bechsgaard","0","1090622"
"1966","83695863","美商月兔工程股份有限公司","臺北市中山區玉門街1號","傅丹尼","100000","1090623"
"1967","83695879","亞葳有限公司","臺北市內湖區金湖路347巷118號","李秀貞","1000000","1090615"
"1968","83695884","寶匯客服科技有限公司","臺北市內湖區瑞光路268號2樓","邱德宗","1000000","1090615"
"1969","83695890","富梁有限公司","臺北市中山區南京東路2段101號11樓","包智丞","1500000","1090615"
"1970","83695907","小阿姨易購網有限公司","臺北市中山區松江路185號11樓之1","汪淑貞","200000","1090615"
"1971","83695913","美周資產管理有限公司","臺北市中正區許昌街42之1號9樓","任妤蓁","1000000","1090615"
"1972","83695929","愛成數位有限公司","臺北市信義區虎林街239號","盧玟成","1500000","1090615"
"1973","83695934","辣角國際股份有限公司","臺北市松山區八德路2段374號9樓之2","鄭寶蓮","5000000","1090615"
"1974","83695940","鑫滔有限公司","臺北市大安區復興南路2段236號4樓","趙大瑞","100000","1090615"
"1975","83695955","邁世電子器材股份有限公司","臺北市中山區民權東路3段35號4樓之1","陳彥蓁","3600000","1090615"
"1976","83695961","自大一點股份有限公司","臺北市中山區南京東路1段25號8樓之2","林宇旋","500000","1090616"
"1977","83695977","地天泰國際顧問有限公司","臺北市信義區松仁路89號16樓","侯怡因","8000000","1090615"
"1978","83695982","普思科技有限公司","臺北市信義區基隆路2段51號16樓","蘇敬宏","1000000","1090616"
"1979","83695998","汎馬飾品行銷有限公司","臺北市中山區南京東路3段101號4樓","莊孟潔","150000","1090615"
"1980","83696005","晟宇國際開發有限公司","臺北市中正區館前路6號12樓之4","蔡閔仁","100000","1090615"
"1981","83696011","笎碩有限公司","臺北市內湖區行善路465號2樓","呂淂馨","250000","1090615"
"1982","83696027","拉拜有限公司","臺北市中正區忠孝西路1段72號2樓之1","陳冠尹","20000","1090615"
"1983","83696032","一三一三股份有限公司","臺北市大安區安和路2段133號4樓","吳丹鳳","1000000","1090615"
"1984","83696048","蓋邦文化有限公司","臺北市信義區和平東路3段223號4樓","謝杏奇","500000","1090616"
"1985","83696053","雷格生二投資股份有限公司","臺北市中山區建國北路2段33號11樓之5","楚美莉","2000000","1090615"
"1986","83696069","這個選品有限公司","臺北市大安區安和路2段23巷4號","張淯筑","1000000","1090616"
"1987","83696075","洪興有限公司","臺北市萬華區東園街28巷50號2樓之1","高暐傑","100000","1090615"
"1988","83696080","祿門坊有限公司","臺北市內湖區行善路385號3樓","韓世昍","3000000","1090616"
"1989","83696096","泓昇醫務管理顧問股份有限公司","臺北市大安區復興南路1段243號6樓","謝晉武","1200000","1090615"
"1990","83696103","禾裕有限公司","臺北市大安區和平東路1段238號10樓","林宜君","2000000","1090615"
"1991","83696119","希伊歐不動產有限公司","臺北市中正區重慶南路1段57號6樓之8","曾正興","300000","1090615"
"1992","83696125","荌澭有限公司","臺北市大安區延吉街70巷5弄2號1樓","黃惠卿","500000","1090616"
"1993","83696130","典臻紀環保科技有限公司","臺北市大同區延平北路1段104號5樓","施冠伸","5000000","1090616"
"1994","83696146","艾慕有限公司","臺北市大安區和平東路3段119巷16號1樓","陳艾琳","100000","1090615"
"1995","83696151","喜樂喜聯網科技股份有限公司","臺北市南港區南港路3段50巷16號4樓","魏孝秦","5000000","1090616"
"1996","83696167","磐利環球投資股份有限公司","臺北市士林區文林路488號4樓","莊培勳","1000000","1090616"
"1997","83696173","聯明餐飲顧問有限公司","臺北市大安區忠孝東路4段221號10樓","劉育翔","250000","1090615"
"1998","83696188","瑞絲逸有限公司","臺北市中山區林森北路96號2樓之1及2樓之2","許錫昌","500000","1090616"
"1999","83696194","拓騰數據科技有限公司","臺北市信義區基隆路1段155號14樓之4","黃鴻輝","2500000","1090615"
"2000","83696217","芮思室內裝修有限公司","臺北市中山區民權東路1段74號2樓","張蕙玲","1000000","1090616"
"2001","83696223","凱隆行國際事業有限公司","臺北市中正區博愛路224巷5號","吳翔","1000000","1090615"
"2002","83696238","鑫明能源股份有限公司","臺北市松山區健康路152號3樓","王順仁","1000000","1090616"
"2003","83696244","恆譽科技工程有限公司","臺北市士林區承德路4段40巷39號","黃浩倫","500000","1090615"
"2004","83696259","宇寬設計有限公司","臺北市南港區忠孝東路7段512號7樓","蔡明佑","4000000","1090615"
"2005","83696265","信益安實業有限公司","臺北市大同區西寧北路37號6樓","林森川","1500000","1090616"
"2006","83696271","吉翔國際企業股份有限公司","臺北市內湖區瑞光路266號12樓","吳健強","1000000","1090616"
"2007","83696286","出海智慧股份有限公司","臺北市大安區光復南路72巷73號2樓","江鑑城","3000000","1090615"
"2008","83696292","世豐網路行銷有限公司","臺北市大安區忠孝東路4段169號6樓之1","童世程","100000","1090616"
"2009","83696309","鉑洪有限公司","臺北市中正區和平西路1段15之1號3樓","陳志尚","100000","1090616"
"2010","83696315","兌澤有限公司","臺北市松山區南京東路4段1號8樓","林熙媛","50000","1090615"
"2011","83696321","易利物流國際股份有限公司","臺北市中正區西藏路60號2樓","趙麟","20000000","1090616"
"2012","83696336","根覺有限公司","臺北市中山區錦州街48號10樓","陳樺緯","200000","1090616"
"2013","83696342","天展能源有限公司","高雄市湖內區保生路453號1樓","鄭肇人","3000000","1090622"
"2014","83696357","嘉云資訊有限公司","高雄市苓雅區三多四路110號5樓之2","蘇敬宏","100000","1090622"
"2015","83696363","萬盛鑫有限公司","高雄市楠梓區興楠路203巷37弄27號2樓","邱苹榭","200000","1090623"
"2016","83696384","捌鍋棧國際企業有限公司","高雄市三民區大順二路135號","林建信","1000000","1090623"
"2017","83696390","創達廣告有限公司","高雄市左營區新庄仔路163之1號1樓","黃心卓","1000000","1090623"
"2018","83696407","東曜資訊有限公司","高雄市鹽埕區七賢二路470號9樓","洪揚庭","300000","1090623"
"2019","83696413","冠越貿易有限公司","高雄市楠梓區民昌街326巷33號1樓","黃琪雯","500000","1090623"
"2020","83696429","迅成工程顧問有限公司","高雄市楠梓區德民路119號5樓","謝宗穎","1000000","1090623"
"2021","83696434","勇鑫企業股份有限公司","高雄市橋頭區筆秀路96、98號","呂恭青","10000000","1090623"
"2022","83696440","鑫亦財廣告企劃有限公司","高雄市左營區忠言路70號3樓","黃奕家","300000","1090623"
"2023","83696455","喜利貿易有限公司","高雄市湖內區福安路41巷8號1樓","蘇志忠","1000000","1090623"
"2024","83696461","儒苑室內裝修設計有限公司","高雄市左營區明誠二路539號4樓","邱貞儒","1200000","1090623"
"2025","83696477","豐華圓華有限公司","高雄市楠梓區大學二十六街1315號11樓","李壬華","800000","1090623"
"2026","83696482","立佐有限公司","高雄市仁武區鳳仁路101之1號","黃耀德","300000","1090623"
"2027","83696498","威克爾企業有限公司","高雄市苓雅區四維三路165號1樓","楊春菊","2000000","1090623"
"2028","83696504","鴻騰海洋實業有限公司","高雄市鼓山區龍水二路81號1樓","盧秋如","500000","1090623"
"2029","83696510","癮肉洋食有限公司","高雄市新興區中山一路257號1樓","張雅雯","1000000","1090623"
"2030","83696526","森詠企業有限公司","高雄市新興區忠孝一路239巷21號","陳黃秀蘭","300000","1090623"
"2031","83696531","芝芝有限公司","高雄市仁武區大春街97巷9號3樓","曾俊喆","100000","1090623"
"2032","83696547","仕視企業有限公司","高雄市三民區灣復街22號1樓","李仕偉","300000","1090623"
"2033","83696552","裕耀實業有限公司","高雄市彌陀區仁愛街82號1樓","吳正裕","100000","1090623"
"2034","83696568","鋐捷國際有限公司","高雄市小港區大鵬路125號14樓","吳映緹","500000","1090623"
"2035","83696589","榮益智慧開發股份有限公司","高雄市新興區中山二路472號13樓之12","柏獻清","2000000","1090624"
"2036","83696595","三銀科技有限公司","高雄市鳳山區自由路382號","陳昭全","1000000","1090623"
"2037","83696602","豪盈國際有限公司","高雄市前鎮區一心一路243號10樓之2","羅健豪","500000","1090623"
"2038","83696618","稻豐科技有限公司","高雄市新興區南華橫一路49號2樓","黃硯慈","1000000","1090623"
"2039","83696624","忠義投資開發有限公司","高雄市前鎮區文林街150號32樓之2","陳逢時","10000000","1090623"
"2040","83696639","恆春電力股份有限公司","高雄市鳳山區北明街129號10樓","宋瑞明","1000000","1090624"
"2041","83696645","克雷富有限公司","高雄市楠梓區創新路612號1樓","張文奇","1050000","1090624"
"2042","83696650","璽福企業有限公司","高雄市三民區義華路43號","陳怡菁","300000","1090624"
"2043","83696666","誠昇工程有限公司","高雄市三民區大昌二路121之8號5樓之2","傅建誠","1000000","1090624"
"2044","83696687","高山土地開發股份有限公司","高雄市三民區漢口街312號1樓","陳春謀","500000","1090624"
"2045","83696700","友榮資產管理有限公司","高雄市三民區九如一路846號1樓","曾文吉","400000","1090624"
"2046","83696716","百凌工程有限公司","高雄市鳳山區中崙二路577巷20號1樓","闕王碧君","200000","1090624"
"2047","83696722","耐斯有限公司","高雄市前鎮區一心二路128號6樓之2","陳沁菡","1000000","1090624"
"2048","83696737","小黃雞貿易有限公司","高雄市三民區安東街64號2樓","姚國基","800000","1090624"
"2049","83696743","麥傑宇茱貝股份有限公司","高雄市鳳山區博愛路316號","王裕成","1200000","1090624"
"2050","83696758","潤和科技股份有限公司","高雄市新興區民權一路251號14樓之3","汪柔沁","250000","1090624"
"2051","83696764","艾爾特運動有限公司","高雄市楠梓區楠裕街22號5樓","張家龍","6000000","1090624"
"2052","83696770","崔諾有限公司","高雄市小港區飛機路438號","蔡曜同","300000","1090629"
"2053","83696785","吉宇晴興業有限公司","高雄市橋頭區樹德路71號8樓","賴吉妮","100000","1090629"
"2054","83696791","紅石頭國際有限公司","高雄市鳳山區新富路382號2樓","曾義盛","2000000","1090629"
"2055","83696808","三盟國際興業有限公司","高雄市新興區忠孝一路25號2樓","柯俊南","20000000","1090629"
"2056","83696856","愛喜樂有限公司","高雄市前鎮區一心二路128號5樓之2","楊嘉瑄","2000000","1090629"
"2057","83697861","晶元城不動產有限公司","屏東縣新園鄉興安路317號","蕭玉娥","700000","1090605"
"2058","83697877","微美生技有限公司","新竹縣竹北市鹿場里自強五路177號1樓","王曉東","500000","1090605"
"2059","83697882","樂鳴國際開發有限公司","雲林縣斗南鎮南昌里世榮街20號11樓之2","張霈瑋","2000000","1090605"
"2060","83697898","欣歐建設股份有限公司","嘉義市西區竹圍里友愛路237號3樓2","黃介文","30000000","1090605"
"2061","83697911","胤昇有限公司","新竹市北區文雅里竹光路79號1樓","陳威宏","1000000","1090605"
"2062","83697927","帛弘有限公司","雲林縣斗南鎮西岐里文昌路240號1樓","鄭琳霓","300000","1090605"
"2063","83697932","資優生建設企業股份有限公司","嘉義縣朴子市永和里16鄰四維新路159號一樓","涂崑和","25000000","1090605"
"2064","83697948","金大器開發有限公司","彰化縣田中鎮梅州里鎮政二街90號1樓","王姝雯","200000","1090605"
"2065","83697953","水金貿易有限公司","彰化縣彰化市崙平里中華西路371號10樓之2","邱蕙君","300000","1090605"
"2066","83697969","臻豪工程有限公司","屏東縣屏東市龍華里復興南路一段780巷27號一樓","潘祈臻","99999","1090605"
"2067","83697975","聯眾安信股份有限公司","基隆市七堵區長安街231巷128號","余彩武","1000000","1090605"
"2068","83697980","禾洋餐飲有限公司","屏東縣屏東市潭墘里勝利路226號","陳雪","2600000","1090605"
"2069","83697996","吉彩股份有限公司","新竹市水利路81號7樓之12","陳崇美","5000000","1090605"
"2070","83698003","頤和園建設有限公司","苗栗縣頭份市頭份里中正路223之12號1樓","張木生","5000000","1090608"
"2071","83698019","辰星投資有限公司","彰化縣彰化市成功里中山路二段93號2樓","沈峰毅","5000000","1090608"
"2072","83698025","宗鎂企業有限公司","彰化縣芬園鄉茄荖村慶功街101巷22弄2號","張淳如","1000000","1090608"
"2073","83698030","寶騰投資有限公司","新竹縣竹北市中崙里福興一路56號18樓之1","王瓊玉","300000","1090608"
"2074","83698046","吉弘生命禮儀有限公司","嘉義縣太保市安仁里太保五路52號1F","蔡坤益","100000","1090608"
"2075","83698051","小叮噹旅行社有限公司","澎湖縣馬公市朝陽里光復路150號4樓","鐘晨瑀","1200000","1090608"
"2076","83698067","鴻橋土地開發有限公司","彰化縣花壇鄉橋頭村彰員路2段62號","李沅諺","12000000","1090608"
"2077","83698073","裕郡生技有限公司","屏東縣東港鎮鎮海里鎮海路1-27號1樓","吳裕仁","100000","1090608"
"2078","83698088","百香果有限公司","澎湖縣望安鄉東吉村東吉49號1樓","鐘文彬","500000","1090608"
"2079","83698094","龐城開發有限公司","宜蘭縣宜蘭市東村里8鄰陽明二路79號1樓","黃國忠","5000000","1090608"
"2080","83698101","久輪貿易有限公司","彰化縣彰化市阿夷里泰瑞街75號","劉浚清","2000000","1090608"
"2081","83698117","富岡國際水產物有限公司","雲林縣斗南鎮明昌里隆昌街29號1樓","林欣怡","2000000","1090608"
"2082","83698123","台灣豪邁機械有限公司","彰化縣大村鄉美港村美港橫巷1-28號1樓","林原毅","12000000","1090608"
"2083","83698138","建廣實業有限公司","新竹縣新豐鄉長春路35號1樓","黃婉綾","2000000","1090608"
"2084","83698144","幸福房屋租賃顧問有限公司","嘉義縣朴子市仁和里仁和二路143號1樓","侯姵伃","200000","1090608"
"2085","83698159","美力建設有限公司","宜蘭縣員山鄉湖北村大湖十路153-1號","李志宏","3000000","1090608"
"2086","83698165","鼎益國際投資股份有限公司","彰化縣福興鄉彰水路93巷7號","林建宏","8900000","1090608"
"2087","83698171","永良商業有限公司","彰化縣彰化市中華西路371號10樓之2","柳晉茗","100000","1090608"
"2088","83698186","丞德建設有限公司","彰化縣大村鄉過溝村鎮安二巷51號1樓","賴紋玉","3000000","1090608"
"2089","83698192","卡柏特科技有限公司","南投縣名間鄉新街村彰南路354之2號(1樓)","蔡郁洋","88888","1090608"
"2090","83698209","生和電力股份有限公司","新竹縣湖口鄉光復北路20-1號1樓","林恬宇","1000000","1090608"
"2091","83698215","宏揚發建設股份有限公司","嘉義縣溪口鄉本厝村本廳1號1樓","黃吳玉華","12000000","1090608"
"2092","83698221","大慶行銷有限公司","花蓮縣吉安鄉仁和村海岸路546號1樓","蘇全泰","5000000","1090608"
"2093","83698236","澤騰企業有限公司","新竹市東區南大里西大路80號1樓","沈里騰","1000000","1090608"
"2094","83698242","晉安鋁業有限公司","新竹市大庄里中華路五段208巷62弄23號1樓","洪清華","2000000","1090608"
"2095","83698257","偶然設計有限公司","新竹縣竹東鎮大鄉里中豐路三段101巷15弄23號","蔡正潔","100000","1090608"
"2096","83698263","通盈實業有限公司","新竹市東區金山里金山十一街8號1樓","馮慶源","10000","1090608"
"2097","83698279","優楷國際實業有限公司","新竹市香山區美山里中華路五段11號1樓","洪雍佳","200000","1090608"
"2098","83698284","廣炘光電能源股份有限公司","彰化縣員林市三愛里2鄰光華街68號一樓","林宣妤","1000000","1090608"
"2099","83698290","名崴科技有限公司","彰化縣員林市三橋里三橋街13號1樓","賴柏廷","2000000","1090609"
"2100","83698307","連頡國際有限公司","宜蘭縣五結鄉大吉村大吉五路213號","何世賢","100000","1090609"
"2101","83698313","擷發科技股份有限公司","新竹市東區慈雲路118號6樓之2","楊健盟","1500000","1090609"
"2102","83698329","超智多媒體有限公司","雲林縣斗六市虎溪里西平路467號1樓","蔡柏祥","100000","1090609"
"2103","83698334","雅鈦開發建設有限公司","雲林縣虎尾鎮立仁里立仁街61號4樓","孫雅蕾","200000","1090609"
"2104","83698340","程澧國際開發有限公司","新竹縣湖口鄉信義村成功路532號(1樓)","徐瑞蓉","15000000","1090609"
"2105","83698355","名達國際貿易有限公司","新竹市東區錦華里世界街18號四樓","林麗華","500000","1090609"
"2106","83698361","睿泰車業有限公司","花蓮縣花蓮市國聯里國聯一路199號1樓","楊以馨","3000000","1090609"
"2107","83698377","永裕工程有限公司","嘉義市西區博愛新村7號1樓","許字皓","5000","1090609"
"2108","83698382","梵穎有限公司","基隆市仁愛區孝三路65巷22號1樓","鐘林宇帆","1000000","1090609"
"2109","83698398","閣樂有限公司","宜蘭縣羅東鎮倉前路83號3樓之1、之2、之3、之5、之6、之7、之8、之9、之10","戴彙檒","1000000","1090609"
"2110","83698405","百里和實業有限公司","嘉義縣大林鎮明和里甘蔗崙96號","邱惠禎","1000000","1090609"
"2111","83698411","碧海生技股份有限公司","臺東縣綠島鄉公舘60號","楊道明","5000000","1090609"
"2112","83698427","辰陽建設有限公司","彰化縣花壇鄉文德村溪南街216號1樓","黃瑞源","15000000","1090609"
"2113","83698432","森勃爾科技有限公司","基隆市暖暖區源遠路179之6號3樓","胥沛恩","300000","1090609"
"2114","83698448","楊泇有限公司","南投縣名間鄉松山村松山街59號1樓","楊國珍","3500000","1090609"
"2115","83698453","統益投資有限公司","苗栗縣苑裡鎮大同路90號","王垂坤","168000000","1090609"
"2116","83698475","力成源有限公司","新竹縣竹北市斗崙里縣政七街27號3樓","鄧仁源","600000","1090609"
"2117","83698480","元豐畜產有限公司","雲林縣褒忠鄉有才村北興33號","陳冠廷","300000","1090609"
"2118","83698496","億竹能源有限公司","新竹縣竹北市復興二路229號5樓之5","溫佑祥","100000","1090609"
"2119","83698502","名硯有限公司","新竹縣竹北市復興二路231號9樓之12","楊弼麟","3600000","1090609"
"2120","83698518","佳霖管理顧問有限公司","臺東縣臺東市豐田里祥和路83巷8號","劉孆婷","3000000","1090609"
"2121","83698524","崴泰塑膠有限公司","彰化縣埔心鄉仁里村永坡路1段48號","周宛陵","1000000","1090609"
"2122","83698539","金澤開發工程有限公司","新竹縣新豐鄉員山村員山132-71號","謝偉民","10000","1090609"
"2123","83698545","威薾科技股份有限公司","新竹縣竹北市鹿場里成功十街70號(3樓)","陳建仲","2000000","1090609"
"2124","83698550","中嘉合泰置業有限公司","嘉義市西區西榮里延平街377號1樓","李世安","3000000","1090610"
"2125","83698566","六扇門國際股份有限公司","新竹市香山區埔前里牛埔南路203號","李育瑄","10000000","1090610"
"2126","83698572","資韻有限公司","南投縣竹山鎮竹山里集山路三段893號3樓","陳慧圈","2000000","1090610"
"2127","83698587","傑麟企業有限公司","彰化縣和美鎮月眉里潭北路155巷4號1樓","姚文舜","1000000","1090610"
"2128","83698593","和興國際汽車股份有限公司","彰化縣北斗鎮新政里三民街73號1樓","陳立瑋","60000000","1090610"
"2129","83698600","住得建設有限公司","屏東縣潮州鎮永春里永康路312號2樓","吳春霖","5000000","1090610"
"2130","83698616","連控電機有限公司","屏東縣屏東市大連里豐榮街74巷40號1樓","張俊良","500000","1090610"
"2131","83698622","篤篤建設有限公司","新竹縣竹東鎮北興路一段560巷7號8樓","陳憲豐","100000","1090610"
"2132","83698637","希恩行銷有限公司","新竹縣湖口鄉中正路二段52號1樓","吳敬平","800000","1090610"
"2133","83698643","振揚建設有限公司","彰化縣鹿港鎮頂番里鹿和路四段518巷101號","謝永順","5000000","1090610"
"2134","83698658","居森有限公司","苗栗縣通霄鎮南和里12鄰南和165之2號","吳明哲","1000000","1090601"
"2135","83698664","鍋道企業有限公司","雲林縣斗南鎮北銘里延平路二段99號1樓","劉耀宗","500000","1090610"
"2136","83698670","旭銧盛有限公司","苗栗縣苗栗市文山里祥發街27號1樓","張可亭","100000","1090610"
"2137","83698849","樺昀國際有限公司","臺北市內湖區瑞光路188巷51號","陳雅琳","500000","1090622"
"2138","83698854","愛爾森有限公司","臺北市大安區忠孝東路4段169號11樓之1","蕭靜惠","400000","1090620"
"2139","83698860","玉山生醫科技股份有限公司","臺北市中正區南昌路2段200號5樓","方建新","100000","1090620"
"2140","83698876","宗升鐵咖股份有限公司","臺北市信義區松智路30號1樓","楊昇","200000","1090620"
"2141","83698881","啓順科技有限公司","臺北市松山區南京東路4段45號3樓","游凱仲","300000","1090620"
"2142","83698897","思雲達科技有限公司","臺北市中山區復興北路60號2樓之1","葉書綸","1000000","1090622"
"2143","83698904","匯居室內裝修設計工程有限公司","臺北市內湖區瑞光路168號9樓","賴秀梅","50000","1090622"
"2144","83698910","昕一科技有限公司","臺北市大安區忠孝東路4段169號11樓之1","蔡宗哲","1000000","1090622"
"2145","83698926","漢睿欣欣管理顧問有限公司","臺北市中山區復興北路176號5樓之1","楊家誠","2000000","1090620"
"2146","83698931","妙領科技有限公司","臺北市大安區仁愛路4段401號12樓","鄭博仁","1000000","1090620"
"2147","83698947","優時間永續發展股份有限公司","臺北市大安區羅斯福路3段149號8樓之1","陳宏益","6000000","1090620"
"2148","83698952","麥伽國際管理顧問有限公司","臺北市松山區復興北路201號4樓之2","陳桂綉","300000","1090620"
"2149","83698968","文景資本有限公司","臺北市中山區民生東路2段3號4樓","王經文","10000000","1090620"
"2150","83698974","星筠國際有限公司","臺北市信義區忠孝東路5段1之4號7樓","洪筠筑","500000","1090622"
"2151","83698989","樂居管理顧問有限公司","臺北市信義區吳興街524巷16弄2號","馮佳妮","1000000","1090620"
"2152","83698995","采鵬實業有限公司","臺北市內湖區瑞光路76巷65號2樓","李昱紳","100000","1090620"
"2153","83699002","麝香貓模玩有限公司","臺北市中正區和平西路1段15之1號3樓","薛淳亮","100000","1090620"
"2154","83699018","勾勾動畫股份有限公司","臺北市松山區南京東路4段56號7樓","李涌瑞","1000000","1090622"
"2155","83699039","八方位管理顧問股份有限公司","臺北市大安區羅斯福路3段325號4樓之6","許榮陽","1000000","1090622"
"2156","83699045","昊宇鋼鋁有限公司","臺北市中山區新生北路2段31之1號9樓之7","陳仲宇","200000","1090620"
"2157","83699050","樂心數位股份有限公司","臺北市大安區安和路2段92號地下1樓","楊翠蓉","1500000","1090620"
"2158","83699066","駿長藝術有限公司","臺北市中山區南京東路2段150號5樓","長谷川洋介","500000","1090620"
"2159","83699072","數霸資訊顧問股份有限公司","臺北市中山區林森北路479號6樓之4","何友文","3000000","1090622"
"2160","83699087","一加醫股份有限公司","臺北市中山區樂群三路56號5樓之1","王至正","10000000","1090624"
"2161","83699093","雄鷹建設股份有限公司","臺北市中山區林森北路100號4樓之1","劉嘉和","60000000","1090622"
"2162","83699100","正格房室物業有限公司","臺北市中山區林森北路356號9樓","李豐盛","50000","1090622"
"2163","83699116","禾秝清潔有限公司","臺北市中山區中山北路1段83巷5號5樓之4","邱畇閩","300000","1090622"
"2164","83699122","溎沐國際有限公司","臺北市中正區中山北路1段2號4樓之3","呂崧瑋","1000000","1090622"
"2165","83699137","君創有限公司","臺北市松山區復興北路101號12樓之10","陳進忠","10000000","1090622"
"2166","83699143","鴻山資本股份有限公司","臺北市松山區南京東路4段1號2樓","劉正中","50000","1090622"
"2167","83699158","照原創藝有限公司","臺北市中正區忠孝西路1段27號4樓","李淑芬","200000","1090622"
"2168","83699164","凌沅建設有限公司","臺北市信義區光復南路417號3樓之1","林國棟","500000","1090622"
"2169","83699170","碩宇網路行銷有限公司","臺北市中山區南京東路2段101號11樓","童寶楨","100000","1090622"
"2170","83699191","第一化工原料有限公司","臺北市大同區南京西路344巷25號1樓","陳薇婷","100000","1090622"
"2171","83699208","僑玖股份有限公司","臺北市大同區寧夏路11號3樓之13","陳筱昀","100000","1090622"
"2172","83699214","華立時代股份有限公司","臺北市內湖區舊宗路1段159號","張榮華","100000","1090622"
"2173","83699220","錡岳科技有限公司","臺北市中山區長安東路2段108號8樓之7","翁郁晴","1000000","1090622"
"2174","83699235","徠晶光電股份有限公司","臺北市大同區太原路154之1號2樓","沈家宇","300000","1090622"
"2175","83699241","駿宏顧問有限公司","臺北市士林區延平北路5段285巷82號1樓","葉建宏","500000","1090623"
"2176","83699256","兆益生醫股份有限公司","臺北市中正區南昌路2段103號8樓","楊青芳","1000000","1090622"
"2177","83699262","大安壹投資股份有限公司","臺北市大安區敦化南路1段337號10樓","邱浤銓","7500000","1090622"
"2178","83699278","軒泊有限公司","臺北市信義區信義路4段450巷9號9樓","尤銘宗","3000000","1090622"
"2179","83699283","創逸國際行銷股份有限公司","臺北市中山區南京東路2段150號10樓","蘇冠浩","500000","1090622"
